Job-Title,skills,skills2,skills3,skills4,skills5,skills6,skills7,skills8
Senior Business Analyst - Credit Risk Analytics,Data Analytics, SAS, communication, VBA, analytical, Excel, Data Insights Generation, Risk Analytics
Senior Analyst - Recruitment - BPO/ITeS,Data Validation, Data collection, Supplier management, Recruitment, IT recruitment,,,
Senior Analyst -Storytelling For one of the leading big four client,storyteller, digital marketing, Data Visualization, Campaigns, Tableau, ETL, seo, insight generation
Business Analyst (CEO Office) - Chemical Engineering,Business Strategy, Chemical Engineering, Business Analysis, Data Analysis, Business Analytics, Pesticides, Process Improvement, Analyst
Senior Business Analyst - RPA + ML - KPO,SAS, Tableau, Qlik, Data Analytics, Machine Learning, Statistics, R Shiny, Analytics
Software Engineer II - iOS - Mobile Development,Product management, Computer science, Backend, Multithreading, GIT, Networking, Memory management, SDK
Software Engineer,Java, CSS, HTML, Javascript,,,,
Automation Test Engineer,Coding, MySQL, Application development, Oracle, Troubleshooting, Data analysis, Selenium, Test cases
Digital - Datalakes - Software Engineer,IT Skills, Java, Python, Testing, Data Science, Cloud, Big Data, Automation
Digital_Senior Associate_Data Engineer Pyspark,Performance tuning, Leadership development, XML, Analytical, Postgresql, Process quality, Troubleshooting, Open source
Software Development Engineer IV,Product management, Computer science, Analytical, Machine learning, Distribution system, Process design, Project management, Information retrieval
Business Analyst - Performance Communication,Data visualization, Brandwatch, Tableau, Talkwalker, Cision, PowerBI, Meltwater, B2B communications
ESW Application Engineer (PYTHON Developer),IT Skills, Python, Software Development, Selenium, Jenkins, Computer science, Automation, Data analysis
"Lead Analyst , GTM Commercial Operations",Interpersonal skills, Business analytics, Commercial operations, Business planning, Silicon, Data analytics, Management, Lead Analyst
Lead Analyst,Email, Analytical, Tools, Market research, cxo, MS Office, Data mining, Lead Analyst
"Lead Analyst , GTM Commercial Operations",Interpersonal skills, Business analytics, Commercial operations, Business planning, Equity, Silicon, Data analytics, Management
Business Analyst,Business Analyst, Project/program management, Finance, Cloud, IT Business, data analysis/visualization, Microsoft Azure, AWS
Certified Business Analyst,data analyst, Agile project experience. Good understanding and experience of the various Agile frameworks,,,,,,
Data Bricks,Azure Data bricks, Azure keyvalut, Azure Database Data bricks, Azure, Azure Data, Azure Analysis Services, Azure Data Factory, Pyspark
Lead - Web Business and Group Marketing/Senior Lead,Data analysis, Front end, Web analytics, Data modeling, MIS, Data quality, QlikView, Analytics
Data Bricks,AZURE Database, Azure Databricks, Data Bricks, Pyspark, Azure Analysis Services, Azure Data bricks, Azure Data Lakes, Azure
Work FROM Home :Denial Analyst @Gurgaon/Noida: Sal upto 23k in hand,US Healthcare, BPO, voice, Blended Process, Religare, Non Voice Process, US Shift, Voice Process
"Business Analyst, APAC",Agile framework, Excel, Visio, data framework, Business Analyst, testing strategy, user acceptance testing, data architecture
Data Pipeline,lambda, python, Data Pipeline, glue, Documentation, Airflow, MWAA S3, IT Skills
Data Analytics- Assistant Vice President,Data Analytics, SQL, Python, Data Science, Data Engineering, Digital analytics tools, Business analysis, Data warehousing
Data Bricks,AZURE Database, Azure Databricks, Data Bricks, Azure Data bricks, Pyspark, Azure Database Data bricks, Azure Data, Azure Analysis Services
Senior Business Analyst,Leadership development, Sales operations, data science, Business analysis, Customer retention, Agile, Customer engagement, Operations
DBA Lead Consultant-Tech,SQL Server, T-SQL, Data Engineering, Stored Procedures, SSRS, Data Profiling, Data Extraction, Informatica
Senior Business Analyst,data analysis, business analysis, Predictive Modeling, Excel, Tableau, Python,,
Senior Business Analyst - Statistical Modeling,data analysis, Statistical Modeling, Predictive Modeling, R, Excel, business analysis, Python,
"Senior Analyst, BI",Automation, Data management, Audit compliance, Senior Analyst, BI Analyst, MIS, data governance, Data analytics
Senior Analyst - Decision Sciences,Decision Sciences, machine learning, Unix, SAS,,,,
Sr . Business Intelligence Analyst,IT Skills, Python, Cloud, AWS, Tableau, Salesforce, Business Intelligence, Data Analysis
Sr. Business Analyst,Business process, Business Analyst, Analytical, Agile, Software development life cycle, Manager Technology, Project planning, data integrity
Senior Business Analyst,IT Skills, Testing, PDF, Business Analyst, Business analysis, Data modeling, E-governance, Senior Business Analyst
"Senior Business Systems Analyst, En...",communication, Analyst, Change management, Client satisfaction, Translation, Functional testing, IT support, Test cases
"Senior Business Systems Analyst, En...",IT Skills, Testing, Analyst, Change management, Client satisfaction, Translation, Functional testing, IT support
"Senior Business Analyst, Enrollment",Power BI, PL / SQL, IT Skills, Team Management, Performance Metrics, Medicare, EDI, Medicaid
"Senior Analyst, BI",Team operations, Automation, Audit compliance, Coding, Senior Analyst, data governance, Data analytics, Customer experience
Senior Business Analyst,Relationship management, Business Analyst, data science, big data analytics, Consulting, Relationship, power bi, data visualization
Senior Business Analyst,Relationship management, Business Analyst, data science, big data analytics, Consulting, Relationship, Senior Business Analyst, power bi
Senior Business Analyst,Relationship management, data science, big data analytics, Consulting, Relationship, Senior Business Analyst, power bi, data visualization
Senior Business Analyst,Business process, Process design, Process monitoring, Data management, Business Analyst, Business analysis, management, Business strategy
Sr. Business Systems Analyst - Oracle Apps,IT Skills, Testing, Oracle, Oracle Apps, Software design, Team management, Data management, Integration testing
Sr Analyst - Operations Performance & Analytics,data analysis, python, mysql,,,,,
Senior Business Analyst,Analytical skills, Interpersonal skills, Business Analyst, Data modeling, big data analytics, Time management, Project management, Consulting
"Senior HRIS Analyst (SAP HCM Payroll, PA/OM) Afternoon Shift",SAP HCM, HRIS, Training, Use Cases, Icims, Master Data Management, PA/OM, HR
Senior Business Analyst,it project, data, attention to detail, analyst, technical specifications, team building, specifications, support
Senior Business Analyst,written communication, Microsoft SQL Server, analytical, Confluence, Excel, JIRA, Oracle, Computer science
Senior Business Process Analyst,tableau, Artificial Intelligence, Relationship, Manager Technology, Data analytics, Management, senior business process analyst, Business development
"Senior Business Analyst , Trust Ops",Data Science, Business Analytics, Data Analysis, Senior Business Analyst, Data Analyst, Advanced Excel, Tableau, Statistical Analysis
Senior Manager - SIEM Analyst,Computer science, VPN, Technical writing, Information security, Flex, CTI, Data quality, Information technology
Senior Analyst - FP&A,Interpersonal skills, Excel, Financial analysis, Analytical, Machine learning, model development, MS Office, Analytics
Senior Analyst,Data Science, R, Google Analytics, Text Analytics, Data Visualization, Clustering, Python, Sql
RESEARCH ANALYST / SR . RESEARCH ANALYST,Service contracts, Outbound, Database, Customer handling, Data mining, Inside sales, Research Analyst, Information technology
Sr Analyst - Apps Prog,Unix, Business services, Data management, Debugging, Agile, Visio, Asset management, microsoft
Sr Analyst - Apps Prog,Microstrategy, SAS, Data management, RDBMS, Cognos, Datastage, Informatica, Asset management
RESEARCH ANALYST / SR . RESEARCH ANALYST,Service contracts, Outbound, Database, Customer handling, Data mining, Inside sales, Research Analyst, Information technology
Senior Analyst - Forecasting & Modelling,Spend Analysis, business research, macros, Large Datsets, ICT spending Trends, Forecasting, analytics, Quantitative Analysis
QUALITY ANALYST / SR. QUALITY ANALYST,BPO, Quality monitoring, Site management, Call monitoring, Excel, Data management, Management Staff, Quality Analyst
Sr Analyst - Apps Prog,Automation, Data analysis, Web services, Configuration management, System integration, JSON, Risk management, SQL
WFM Sr Analyst-5,Service level, Visual Basic, Staffing, Strategic sourcing, Scheduling, data integrity, Outsourcing, Forecasting
WFM Sr Analyst-5,Service level, Visual Basic, Staffing, Strategic sourcing, Scheduling, data integrity, Outsourcing, Forecasting
MS Sr Systems Analyst,Business process, Data analysis, Senior Analyst, XML, Workflow, Healthcare, Scrum, Visio
Workday Application Senior Business Analyst,Business process, Data analysis, HCM, Compliance, Business analysis, Analytical, data privacy, Corporate security
Senior Business Analyst - Capital Market,JIRA, SDLC, Reference Data management, SQL, ALM, Oracle, IT Skills, Capital Market
Senior Business Analyst -,Communication, Data Modeling, BRD, Verbal Written, analysis, Analytical, SQL, IT Skills
Senior IT Analyst - R&D IT PCA DDM,Unix, Computer science, Automation, Linux, Data management, Configuration management, Analytical, product life cycle
Senior Business Analyst,data visualization, written, verbal communication, SQL queries, IT Skills, Testing, Quality Assurance, Computer science
Oracle ERP Cloud Technical Sr . Analyst,Maven, Supply chain management, SOA, Data management, Coding, Consulting, Javascript, Medical insurance
Oracle ERP Cloud Technical Sr Analyst,IT Skills, Java, Software Development, Testing, Cloud, Oracle, Javascript, Maven
Salesforce Senior Business Analyst,salesforce crm, consulting, business analysis, IT Skills, Testing, Salesforce, soql, data analysis
Senior Analyst,Data Science, SQL, Python, IT Skills, model build, feature build, Data prep,
